title,artist,top genre,year,bpm,energy,danceability ,dB,liveness,valence,duration,acousticness,speechiness ,popularity,country
Brianstorm,Arctic Monkeys,garage rock,2007.0,165.0,97.0,42.0,-5.0,9.0,46.0,173.0,0.0,19.0,72.0,GB
Irreplaceable,Beyoncé,pop,2007.0,176.0,69.0,45.0,-5.0,17.0,51.0,228.0,3.0,38.0,72.0,US
1973,James Blunt,neo mellow,2007.0,123.0,67.0,72.0,-8.0,8.0,77.0,280.0,7.0,3.0,71.0,GB
Pocketful of Sunshine,Natasha Bedingfield,dance pop,2007.0,110.0,88.0,72.0,-4.0,8.0,66.0,203.0,19.0,5.0,71.0,GB
Ayo Technology,50 Cent,east coast hip hop,2007.0,140.0,78.0,63.0,-5.0,3.0,42.0,248.0,8.0,13.0,70.0,US
Last Request,Paolo Nutini,british soul,2007.0,81.0,70.0,61.0,-7.0,14.0,40.0,220.0,24.0,5.0,70.0,GB
See You Again,Miley Cyrus,pop,2007.0,139.0,91.0,69.0,-5.0,11.0,80.0,190.0,2.0,18.0,70.0,US
Cry for You,September,swedish electropop,2007.0,130.0,88.0,77.0,-4.0,6.0,96.0,210.0,0.0,3.0,69.0,SE
Viva La Vida,Coldplay,permanent wave,2008.0,138.0,62.0,49.0,-7.0,11.0,42.0,242.0,10.0,3.0,88.0,GB
Heartless,Kanye West,chicago rap,2008.0,88.0,65.0,79.0,-6.0,25.0,65.0,211.0,5.0,14.0,87.0,US
Umbrella,Rihanna,barbadian pop,2008.0,174.0,83.0,58.0,-5.0,4.0,57.0,276.0,1.0,13.0,85.0,US
Sex on Fire,Kings of Leon,modern rock,2008.0,153.0,91.0,54.0,-6.0,14.0,37.0,203.0,0.0,5.0,83.0,US
Don't Stop The Music,Rihanna,barbadian pop,2008.0,123.0,67.0,84.0,-6.0,5.0,54.0,267.0,3.0,6.0,82.0,US
I'm Yours,Jason Mraz,acoustic pop,2008.0,151.0,44.0,70.0,-9.0,10.0,71.0,243.0,56.0,4.0,82.0,US
Low (feat. T-Pain),Flo Rida,dance pop,2008.0,128.0,61.0,92.0,-6.0,14.0,30.0,231.0,9.0,8.0,82.0,US
Poker Face,Lady Gaga,art pop,2008.0,119.0,81.0,85.0,-5.0,12.0,79.0,237.0,12.0,8.0,82.0,US
Just Dance,Lady Gaga,art pop,2008.0,119.0,74.0,82.0,-5.0,18.0,75.0,242.0,3.0,3.0,81.0,US
Walking On A Dream,Empire of the Sun,australian dance,2008.0,127.0,70.0,87.0,-6.0,6.0,72.0,198.0,26.0,5.0,81.0,AU
Disturbia,Rihanna,barbadian pop,2008.0,125.0,81.0,71.0,-5.0,17.0,72.0,239.0,9.0,6.0,80.0,US
American Boy,Estelle,neo soul,2008.0,118.0,73.0,69.0,-3.0,7.0,52.0,285.0,17.0,38.0,79.0,GB
Forever,Chris Brown,r&b,2008.0,120.0,82.0,67.0,-4.0,18.0,44.0,279.0,4.0,5.0,79.0,US
Kiss Me Thru The Phone,Soulja Boy,atl hip hop,2008.0,150.0,71.0,76.0,-4.0,7.0,80.0,193.0,2.0,11.0,79.0,US
Love Story,Taylor Swift,pop,2008.0,119.0,74.0,62.0,-4.0,8.0,31.0,236.0,13.0,3.0,79.0,US
So What,P!nk,dance pop,2008.0,126.0,87.0,53.0,-3.0,24.0,46.0,215.0,0.0,4.0,79.0,US
Take A Bow,Rihanna,barbadian pop,2008.0,82.0,47.0,70.0,-8.0,9.0,57.0,229.0,25.0,7.0,78.0,US
Use Somebody,Kings of Leon,modern rock,2008.0,137.0,72.0,28.0,-5.0,20.0,17.0,231.0,1.0,4.0,78.0,US
Womanizer,Britney Spears,dance pop,2008.0,139.0,70.0,72.0,-5.0,9.0,24.0,224.0,7.0,6.0,78.0,US
Halo,Beyoncé,pop,2008.0,80.0,72.0,51.0,-6.0,6.0,47.0,262.0,27.0,6.0,77.0,US
Human,The Killers,alternative rock,2008.0,135.0,80.0,56.0,-8.0,9.0,58.0,245.0,0.0,6.0,77.0,US
Live Your Life,T.I.,atl hip hop,2008.0,160.0,86.0,38.0,-3.0,21.0,48.0,339.0,7.0,26.0,77.0,US
Chasing Pavements,Adele,british soul,2008.0,80.0,47.0,62.0,-6.0,11.0,33.0,211.0,29.0,3.0,76.0,GB
Circus,Britney Spears,dance pop,2008.0,115.0,73.0,79.0,-5.0,7.0,76.0,192.0,15.0,5.0,76.0,US
Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,acid house,2008.0,128.0,86.0,50.0,-6.0,35.0,47.0,192.0,0.0,6.0,76.0,JE
Free Fallin' - Live at the Nokia Theatre Los Angeles CA - December 2007,John Mayer,neo mellow,2008.0,174.0,30.0,32.0,-13.0,70.0,44.0,264.0,77.0,3.0,75.0,US
Hot N Cold,Katy Perry,pop,2008.0,132.0,84.0,71.0,-4.0,7.0,86.0,220.0,0.0,4.0,75.0,US
Paparazzi,Lady Gaga,art pop,2008.0,115.0,69.0,76.0,-4.0,9.0,40.0,208.0,11.0,4.0,75.0,US
Whatever You Like,T.I.,atl hip hop,2008.0,150.0,69.0,68.0,-6.0,26.0,47.0,250.0,2.0,7.0,75.0,US
Dangerous,Kardinal Offishall,canadian old school hip hop,2008.0,117.0,79.0,95.0,-6.0,8.0,81.0,246.0,0.0,8.0,74.0,CA
Love in This Club (feat. Young Jeezy),Usher,atl hip hop,2008.0,140.0,71.0,57.0,-6.0,17.0,35.0,260.0,6.0,7.0,74.0,US
LoveGame,Lady Gaga,art pop,2008.0,105.0,68.0,89.0,-6.0,32.0,84.0,216.0,1.0,5.0,74.0,US
A-Punk,Vampire Weekend,baroque pop,2008.0,175.0,82.0,55.0,-4.0,15.0,85.0,138.0,1.0,5.0,73.0,US
Burnin' Up,Jonas Brothers,boy band,2008.0,114.0,95.0,67.0,-3.0,33.0,81.0,175.0,3.0,8.0,73.0,US
Hate That I Love You,Rihanna,barbadian pop,2008.0,94.0,73.0,64.0,-5.0,10.0,73.0,219.0,32.0,9.0,73.0,US
I Kissed A Girl,Katy Perry,pop,2008.0,130.0,76.0,70.0,-3.0,13.0,70.0,180.0,0.0,7.0,73.0,US
Right Now (Na Na Na),Akon,dance pop,2008.0,138.0,86.0,83.0,-4.0,41.0,61.0,241.0,26.0,15.0,73.0,SN
Skinny Love,Bon Iver,chamber pop,2008.0,76.0,26.0,59.0,-14.0,13.0,11.0,239.0,85.0,6.0,73.0,US
When I Grow Up,The Pussycat Dolls,dance pop,2008.0,118.0,69.0,67.0,-6.0,40.0,37.0,246.0,0.0,5.0,73.0,US
If U Seek Amy,Britney Spears,dance pop,2008.0,130.0,59.0,72.0,-7.0,5.0,54.0,217.0,2.0,3.0,72.0,US
Lollipop,Lil Wayne,hip hop,2008.0,148.0,43.0,83.0,-9.0,14.0,45.0,299.0,6.0,8.0,72.0,US
Shut Up And Drive,Rihanna,barbadian pop,2008.0,133.0,83.0,74.0,-5.0,20.0,74.0,212.0,0.0,3.0,72.0,US
A Milli,Lil Wayne,hip hop,2008.0,151.0,70.0,67.0,-9.0,19.0,77.0,222.0,4.0,28.0,71.0,US
Broken Strings,James Morrison,neo mellow,2008.0,112.0,72.0,57.0,-5.0,8.0,32.0,250.0,1.0,3.0,71.0,UNKNOWN
DONTTRUSTME,3OH!3,electropowerpop,2008.0,130.0,71.0,79.0,-4.0,19.0,51.0,193.0,2.0,25.0,71.0,US
Gives You Hell,The All-American Rejects,alternative metal,2008.0,100.0,69.0,72.0,-6.0,6.0,55.0,213.0,2.0,4.0,71.0,US
Mercy,Duffy,british soul,2008.0,130.0,86.0,79.0,-4.0,13.0,96.0,220.0,27.0,3.0,71.0,GB
Pjanoo - Radio Edit,Eric Prydz,edm,2008.0,126.0,87.0,61.0,-5.0,11.0,84.0,157.0,0.0,3.0,71.0,SE
Second Chance,Shinedown,alternative metal,2008.0,100.0,80.0,46.0,-5.0,11.0,18.0,222.0,0.0,3.0,71.0,US
Touch My Body,Mariah Carey,dance pop,2008.0,79.0,67.0,71.0,-8.0,23.0,84.0,205.0,10.0,5.0,71.0,US
Bad Romance,Lady Gaga,art pop,2009.0,119.0,92.0,70.0,-4.0,8.0,71.0,295.0,0.0,4.0,84.0,US
Empire State Of Mind,JAY-Z,east coast hip hop,2009.0,174.0,96.0,49.0,-2.0,46.0,81.0,277.0,3.0,39.0,84.0,US
I Gotta Feeling,Black Eyed Peas,dance pop,2009.0,128.0,77.0,74.0,-6.0,51.0,61.0,289.0,9.0,3.0,83.0,US
Party In The U.S.A.,Miley Cyrus,pop,2009.0,96.0,70.0,65.0,-5.0,9.0,47.0,202.0,0.0,4.0,83.0,US
Dog Days Are Over,Florence + The Machine,baroque pop,2009.0,150.0,81.0,50.0,-5.0,12.0,26.0,253.0,3.0,9.0,82.0,UNKNOWN
Rude Boy,Rihanna,barbadian pop,2009.0,174.0,75.0,56.0,-4.0,8.0,81.0,223.0,11.0,13.0,81.0,US
Run This Town,JAY-Z,east coast hip hop,2009.0,87.0,92.0,63.0,-2.0,26.0,44.0,268.0,28.0,29.0,81.0,US
Down,Jay Sean,dance pop,2009.0,132.0,68.0,73.0,-4.0,8.0,73.0,213.0,1.0,3.0,80.0,GB
Fireflies,Owl City,indietronica,2009.0,180.0,66.0,51.0,-7.0,12.0,47.0,228.0,3.0,4.0,80.0,US
Monster,Skillet,alternative metal,2009.0,135.0,96.0,64.0,-2.0,8.0,69.0,178.0,4.0,7.0,79.0,US
Replay,Iyaz,dance pop,2009.0,91.0,75.0,71.0,-6.0,17.0,20.0,182.0,17.0,7.0,78.0,VG
Right Round,Flo Rida,dance pop,2009.0,125.0,67.0,72.0,-7.0,23.0,71.0,205.0,1.0,6.0,78.0,US
Secrets,OneRepublic,piano rock,2009.0,148.0,76.0,52.0,-6.0,12.0,38.0,225.0,7.0,4.0,77.0,US
She Wolf,Shakira,colombian pop,2009.0,122.0,69.0,87.0,-7.0,23.0,87.0,189.0,28.0,4.0,77.0,CO
The Climb,Miley Cyrus,pop,2009.0,161.0,60.0,34.0,-6.0,14.0,30.0,235.0,6.0,3.0,77.0,US
You've Got The Love,Florence + The Machine,baroque pop,2009.0,110.0,69.0,57.0,-5.0,10.0,40.0,169.0,0.0,3.0,77.0,UNKNOWN
4 Minutes (feat. Justin Timberlake & Timbaland),Madonna,dance pop,2009.0,113.0,93.0,75.0,-5.0,23.0,77.0,190.0,1.0,7.0,75.0,US
Forever,Drake,canadian hip hop,2009.0,104.0,91.0,46.0,-2.0,18.0,54.0,358.0,25.0,34.0,75.0,CA
Intro,The xx,downtempo,2009.0,100.0,78.0,62.0,-9.0,13.0,15.0,128.0,46.0,3.0,75.0,GB
Loba,Shakira,colombian pop,2009.0,122.0,71.0,85.0,-8.0,8.0,78.0,189.0,40.0,5.0,75.0,CO
Meet Me Halfway,Black Eyed Peas,dance pop,2009.0,130.0,63.0,80.0,-7.0,32.0,40.0,284.0,0.0,7.0,75.0,US
Obsessed,Mariah Carey,dance pop,2009.0,86.0,47.0,74.0,-6.0,83.0,37.0,242.0,5.0,6.0,75.0,US
Telephone,Lady Gaga,art pop,2009.0,122.0,84.0,82.0,-6.0,11.0,72.0,221.0,1.0,4.0,75.0,US
You Found Me,The Fray,neo mellow,2009.0,152.0,80.0,34.0,-5.0,14.0,40.0,242.0,2.0,4.0,75.0,US
Good Life,OneRepublic,piano rock,2009.0,95.0,69.0,63.0,-8.0,13.0,65.0,253.0,8.0,5.0,74.0,US
Replay,Iyaz,dance pop,2009.0,91.0,75.0,71.0,-6.0,17.0,20.0,182.0,17.0,7.0,74.0,VG
Alejandro,Lady Gaga,art pop,2009.0,99.0,79.0,62.0,-7.0,38.0,36.0,274.0,0.0,5.0,73.0,US
Bulletproof,La Roux,alternative dance,2009.0,123.0,88.0,67.0,-3.0,7.0,68.0,206.0,0.0,5.0,73.0,GB
Crack A Bottle,Eminem,detroit hip hop,2009.0,170.0,87.0,52.0,-3.0,17.0,39.0,298.0,9.0,19.0,73.0,US
Day 'N' Nite (Nightmare),Kid Cudi,hip hop,2009.0,138.0,44.0,88.0,-6.0,12.0,80.0,221.0,46.0,7.0,73.0,US
Empire State of Mind (Part II) Broken Down,Alicia Keys,neo soul,2009.0,93.0,37.0,48.0,-8.0,12.0,14.0,216.0,74.0,3.0,73.0,US
Fire Burning,Sean Kingston,dance pop,2009.0,123.0,80.0,84.0,-3.0,33.0,89.0,240.0,2.0,3.0,73.0,JM
Te Amo,Rihanna,barbadian pop,2009.0,172.0,71.0,57.0,-5.0,10.0,75.0,208.0,54.0,8.0,73.0,US
BedRock,Young Money,dirty south rap,2009.0,148.0,66.0,73.0,-6.0,19.0,56.0,288.0,10.0,30.0,72.0,US
One Time,Justin Bieber,canadian pop,2009.0,146.0,85.0,69.0,-3.0,8.0,76.0,216.0,6.0,4.0,72.0,CA
Boom Boom Pow,Black Eyed Peas,dance pop,2009.0,130.0,86.0,87.0,-6.0,13.0,40.0,251.0,13.0,7.0,71.0,US
Do You Remember,Jay Sean,dance pop,2009.0,126.0,67.0,85.0,-5.0,10.0,82.0,211.0,2.0,7.0,71.0,GB
Haven't Met You Yet,Michael Bublé,adult standards,2009.0,123.0,73.0,62.0,-5.0,11.0,80.0,245.0,15.0,3.0,71.0,CA
Big Green Tractor,Jason Aldean,contemporary country,2009.0,137.0,59.0,62.0,-5.0,30.0,58.0,204.0,65.0,3.0,70.0,US
Birthday Sex,Jeremih,chicago rap,2009.0,60.0,52.0,68.0,-6.0,15.0,45.0,227.0,30.0,4.0,70.0,US
Carry Out (Featuring Justin Timberlake),Timbaland,dance pop,2009.0,116.0,57.0,53.0,-7.0,26.0,27.0,232.0,11.0,11.0,70.0,US
If We Ever Meet Again (Featuring Katy Perry),Timbaland,dance pop,2009.0,126.0,61.0,65.0,-7.0,6.0,39.0,293.0,0.0,4.0,70.0,US
Little Lion Man,Mumford & Sons,modern folk rock,2009.0,139.0,49.0,52.0,-8.0,9.0,46.0,245.0,3.0,3.0,70.0,GB
My Life Would Suck Without You,Kelly Clarkson,dance pop,2009.0,145.0,88.0,53.0,-4.0,14.0,42.0,211.0,0.0,5.0,70.0,US
Never Say Never,The Fray,neo mellow,2009.0,160.0,49.0,23.0,-6.0,18.0,26.0,257.0,57.0,3.0,69.0,US
Stereo Love - Edit,Edward Maya,romanian house,2009.0,127.0,79.0,80.0,-4.0,10.0,55.0,184.0,4.0,3.0,69.0,RO
All The Right Moves,OneRepublic,piano rock,2009.0,146.0,95.0,53.0,-4.0,28.0,65.0,238.0,26.0,5.0,68.0,US
Dancing in the Moonlight,Toploader,british alternative rock,2009.0,119.0,85.0,64.0,-3.0,34.0,87.0,233.0,5.0,4.0,68.0,GB
Smile,Uncle Kracker,country,2009.0,141.0,81.0,54.0,-4.0,42.0,61.0,202.0,20.0,3.0,68.0,US
Young Forever,JAY-Z,east coast hip hop,2009.0,140.0,69.0,64.0,-3.0,21.0,10.0,254.0,42.0,7.0,68.0,US
Sure Thing,Miguel,r&b,2010.0,81.0,61.0,68.0,-8.0,19.0,50.0,195.0,3.0,10.0,91.0,ES
Love The Way You Lie,Eminem,detroit hip hop,2010.0,87.0,93.0,75.0,-5.0,52.0,64.0,263.0,24.0,23.0,84.0,US
Only Girl (In The World),Rihanna,barbadian pop,2010.0,126.0,71.0,79.0,-4.0,6.0,64.0,235.0,11.0,4.0,84.0,US
Baby,Justin Bieber,canadian pop,2010.0,65.0,86.0,73.0,-5.0,11.0,54.0,214.0,4.0,14.0,83.0,CA
TiK ToK,Kesha,dance pop,2010.0,120.0,84.0,76.0,-3.0,29.0,71.0,200.0,10.0,14.0,83.0,US
Dynamite,Taio Cruz,dance pop,2010.0,120.0,78.0,75.0,-4.0,4.0,82.0,203.0,0.0,9.0,82.0,GB
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5,pop,2010.0,128.0,76.0,72.0,-4.0,32.0,62.0,201.0,1.0,5.0,82.0,US
Not Afraid,Eminem,detroit hip hop,2010.0,115.0,95.0,86.0,-1.0,21.0,67.0,248.0,53.0,26.0,82.0,US
S&M,Rihanna,barbadian pop,2010.0,128.0,68.0,77.0,-5.0,9.0,84.0,244.0,1.0,4.0,82.0,US
Danza Kuduro,Don Omar,latin hip hop,2010.0,89.0,92.0,40.0,-5.0,5.0,88.0,199.0,8.0,28.0,81.0,PR
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop,2010.0,120.0,86.0,66.0,-3.0,8.0,65.0,221.0,3.0,11.0,81.0,US
Just the Way You Are,Bruno Mars,dance pop,2010.0,109.0,84.0,64.0,-5.0,6.0,42.0,221.0,1.0,4.0,81.0,US
Super Bass,Nicki Minaj,hip pop,2010.0,127.0,86.0,72.0,-4.0,60.0,67.0,200.0,27.0,20.0,81.0,US
All Of The Lights,Kanye West,chicago rap,2010.0,142.0,80.0,53.0,-3.0,18.0,22.0,300.0,8.0,7.0,80.0,US
Alors on danse - Radio Edit,Stromae,belgian pop,2010.0,120.0,59.0,79.0,-9.0,7.0,71.0,206.0,10.0,8.0,80.0,BE
Grenade,Bruno Mars,dance pop,2010.0,110.0,56.0,70.0,-7.0,11.0,25.0,222.0,15.0,5.0,80.0,US
Raise Your Glass,P!nk,dance pop,2010.0,122.0,71.0,70.0,-5.0,3.0,62.0,203.0,0.0,8.0,80.0,US
Runaway,Kanye West,chicago rap,2010.0,85.0,57.0,37.0,-4.0,51.0,11.0,548.0,22.0,11.0,80.0,US
Marry You,Bruno Mars,dance pop,2010.0,145.0,82.0,62.0,-5.0,10.0,45.0,230.0,33.0,4.0,79.0,US
Memories (feat. Kid Cudi),David Guetta,big room,2010.0,130.0,92.0,55.0,-4.0,25.0,38.0,211.0,0.0,26.0,79.0,FR
Sexy Bitch (feat. Akon),David Guetta,big room,2010.0,130.0,63.0,81.0,-5.0,13.0,80.0,196.0,8.0,5.0,79.0,FR
The Lazy Song,Bruno Mars,dance pop,2010.0,175.0,71.0,79.0,-5.0,10.0,96.0,189.0,30.0,7.0,79.0,US
Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,2010.0,128.0,87.0,62.0,-4.0,6.0,47.0,235.0,3.0,3.0,78.0,US
Just Can’t Get Enough,Black Eyed Peas,dance pop,2010.0,94.0,63.0,66.0,-9.0,11.0,26.0,219.0,19.0,18.0,78.0,US
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,colombian pop,2010.0,127.0,87.0,76.0,-6.0,7.0,75.0,203.0,1.0,15.0,78.0,CO
Break Your Heart,Taio Cruz,dance pop,2010.0,122.0,93.0,61.0,-4.0,9.0,57.0,202.0,3.0,3.0,77.0,GB
Cooler Than Me - Single Mix,Mike Posner,dance pop,2010.0,130.0,82.0,77.0,-5.0,69.0,63.0,213.0,18.0,5.0,77.0,US
Firework,Katy Perry,pop,2010.0,124.0,83.0,64.0,-5.0,11.0,65.0,228.0,14.0,5.0,77.0,US
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,atl hip hop,2010.0,131.0,60.0,76.0,-6.0,24.0,36.0,264.0,1.0,4.0,77.0,US
Talking to the Moon,Bruno Mars,dance pop,2010.0,146.0,59.0,50.0,-5.0,11.0,8.0,218.0,51.0,3.0,77.0,US
Airplanes (feat. Hayley Williams of Paramore),B.o.B,atl hip hop,2010.0,93.0,87.0,66.0,-4.0,4.0,38.0,180.0,11.0,12.0,76.0,US
Down On Me,Jeremih,chicago rap,2010.0,160.0,60.0,70.0,-8.0,11.0,59.0,228.0,4.0,11.0,76.0,US
Eenie Meenie,Sean Kingston,dance pop,2010.0,121.0,61.0,72.0,-4.0,11.0,83.0,202.0,5.0,3.0,76.0,JM
Just A Dream,Nelly,dance pop,2010.0,90.0,75.0,53.0,-6.0,12.0,10.0,238.0,4.0,3.0,76.0,US
Like A G6,Far East Movement,asian american hip hop,2010.0,125.0,84.0,44.0,-8.0,12.0,78.0,217.0,1.0,45.0,76.0,US
Nothin' on You (feat. Bruno Mars),B.o.B,atl hip hop,2010.0,104.0,85.0,69.0,-6.0,9.0,74.0,268.0,39.0,5.0,76.0,US
Dirt Road Anthem,Jason Aldean,contemporary country,2010.0,127.0,74.0,68.0,-5.0,12.0,64.0,229.0,35.0,4.0,75.0,US
Need You Now,Lady A,contemporary country,2010.0,108.0,72.0,58.0,-4.0,24.0,32.0,236.0,3.0,3.0,75.0,UNKNOWN
OMG (feat. will.i.am),Usher,atl hip hop,2010.0,130.0,75.0,78.0,-6.0,36.0,33.0,269.0,20.0,3.0,75.0,US
Only Girl (In The World),Rihanna,barbadian pop,2010.0,126.0,72.0,79.0,-4.0,7.0,61.0,235.0,13.0,4.0,75.0,US
S&M,Rihanna,barbadian pop,2010.0,128.0,68.0,77.0,-5.0,10.0,83.0,244.0,1.0,4.0,75.0,US
Teenage Dream,Katy Perry,pop,2010.0,120.0,80.0,72.0,-5.0,13.0,59.0,228.0,2.0,4.0,75.0,US
What You Know,Two Door Cinema Club,indie rock,2010.0,139.0,75.0,55.0,-4.0,9.0,83.0,190.0,0.0,4.0,75.0,UNKNOWN
Back To December,Taylor Swift,pop,2010.0,142.0,61.0,52.0,-6.0,32.0,30.0,293.0,2.0,3.0,74.0,US
Billionaire (feat. Bruno Mars),Travie McCoy,pop rap,2010.0,87.0,67.0,63.0,-6.0,21.0,66.0,211.0,30.0,26.0,74.0,US
Bottoms Up (feat. Nicki Minaj),Trey Songz,dance pop,2010.0,74.0,60.0,84.0,-5.0,39.0,33.0,242.0,2.0,16.0,74.0,US
When Love Takes Over (feat. Kelly Rowland),David Guetta,big room,2010.0,130.0,86.0,68.0,-5.0,17.0,50.0,191.0,2.0,3.0,74.0,FR
We R Who We R,Kesha,dance pop,2010.0,120.0,82.0,74.0,-5.0,12.0,65.0,205.0,1.0,4.0,73.0,US
Whatcha Say,Jason Derulo,dance pop,2010.0,144.0,71.0,62.0,-6.0,14.0,71.0,221.0,4.0,8.0,73.0,US
The Time (Dirty Bit),Black Eyed Peas,dance pop,2010.0,128.0,81.0,82.0,-8.0,60.0,44.0,308.0,7.0,7.0,72.0,US
Ni**as In Paris,JAY-Z,east coast hip hop,2011.0,140.0,86.0,79.0,-6.0,35.0,78.0,219.0,13.0,31.0,86.0,US
Set Fire to the Rain,Adele,british soul,2011.0,108.0,67.0,60.0,-4.0,11.0,45.0,243.0,0.0,2.0,86.0,GB
Paradise,Coldplay,permanent wave,2011.0,140.0,59.0,45.0,-7.0,8.0,21.0,279.0,5.0,3.0,85.0,GB
We Found Love,Rihanna,barbadian pop,2011.0,128.0,77.0,73.0,-4.0,11.0,60.0,215.0,3.0,4.0,85.0,US
Pumped Up Kicks,Foster The People,indietronica,2011.0,128.0,71.0,73.0,-6.0,10.0,97.0,240.0,14.0,3.0,84.0,US
Love You Like A Love Song,Selena Gomez & The Scene,pop,2011.0,117.0,68.0,86.0,-4.0,7.0,92.0,188.0,8.0,5.0,83.0,US
Rolling in the Deep,Adele,british soul,2011.0,105.0,77.0,73.0,-5.0,5.0,51.0,228.0,14.0,3.0,83.0,GB
Someone Like You,Adele,british soul,2011.0,135.0,32.0,56.0,-8.0,10.0,29.0,285.0,89.0,3.0,83.0,GB
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,dance pop,2011.0,90.0,80.0,65.0,-3.0,27.0,80.0,211.0,3.0,10.0,83.0,US
A Thousand Years,Christina Perri,pop,2011.0,139.0,41.0,42.0,-7.0,11.0,16.0,285.0,31.0,3.0,82.0,US
Levels - Radio Edit,Avicii,edm,2011.0,126.0,89.0,58.0,-6.0,31.0,46.0,200.0,5.0,3.0,82.0,SE
Glad You Came,The Wanted,boy band,2011.0,127.0,85.0,72.0,-4.0,11.0,45.0,198.0,3.0,6.0,80.0,GB
On The Floor,Jennifer Lopez,dance pop,2011.0,130.0,78.0,73.0,-5.0,7.0,57.0,285.0,11.0,5.0,80.0,US
Tongue Tied,GROUPLOVE,indie rock,2011.0,113.0,94.0,56.0,-6.0,16.0,37.0,218.0,1.0,4.0,80.0,US
Black and Yellow,Wiz Khalifa,hip hop,2011.0,164.0,83.0,68.0,-5.0,27.0,54.0,218.0,6.0,7.0,79.0,US
Headlines,Drake,canadian hip hop,2011.0,152.0,57.0,64.0,-7.0,9.0,43.0,236.0,37.0,11.0,79.0,CA
Midnight City,M83,french shoegaze,2011.0,105.0,73.0,51.0,-5.0,7.0,27.0,244.0,2.0,4.0,79.0,FR
It Will Rain,Bruno Mars,dance pop,2011.0,150.0,84.0,58.0,-7.0,8.0,48.0,258.0,34.0,5.0,78.0,US
Who Says,Selena Gomez & The Scene,pop,2011.0,101.0,93.0,68.0,-3.0,15.0,74.0,196.0,8.0,5.0,78.0,US
International Love (feat. Chris Brown),Pitbull,dance pop,2011.0,120.0,86.0,67.0,-3.0,34.0,65.0,227.0,1.0,5.0,77.0,US
Love On Top,Beyoncé,pop,2011.0,94.0,75.0,65.0,-5.0,60.0,65.0,267.0,8.0,9.0,77.0,US
Price Tag,Jessie J,dance pop,2011.0,175.0,83.0,64.0,-4.0,27.0,67.0,223.0,3.0,18.0,77.0,GB
Stronger (What Doesn't Kill You),Kelly Clarkson,dance pop,2011.0,116.0,94.0,56.0,-4.0,11.0,68.0,222.0,5.0,5.0,77.0,US
Take Care,Drake,canadian hip hop,2011.0,122.0,52.0,63.0,-10.0,9.0,30.0,277.0,3.0,27.0,77.0,CA
Domino,Jessie J,dance pop,2011.0,127.0,56.0,76.0,-5.0,4.0,78.0,232.0,1.0,3.0,76.0,GB
Sail,AWOLNATION,la indie,2011.0,119.0,44.0,83.0,-10.0,10.0,27.0,259.0,44.0,6.0,76.0,US
Springsteen,Eric Church,contemporary country,2011.0,104.0,81.0,69.0,-6.0,19.0,93.0,263.0,10.0,3.0,76.0,US
The A Team,Ed Sheeran,pop,2011.0,85.0,29.0,64.0,-10.0,18.0,41.0,258.0,67.0,4.0,76.0,GB
The Motto,Drake,canadian hip hop,2011.0,202.0,44.0,77.0,-9.0,11.0,39.0,182.0,0.0,36.0,76.0,CA
Where Have You Been,Rihanna,barbadian pop,2011.0,128.0,85.0,72.0,-6.0,22.0,44.0,243.0,0.0,9.0,76.0,US
Hangover,Taio Cruz,dance pop,2011.0,128.0,88.0,61.0,-3.0,7.0,61.0,245.0,1.0,4.0,75.0,GB
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,dance pop,2011.0,128.0,91.0,60.0,-3.0,26.0,76.0,234.0,4.0,9.0,75.0,US
Lego House,Ed Sheeran,pop,2011.0,160.0,64.0,59.0,-8.0,13.0,56.0,185.0,56.0,10.0,75.0,GB
On The Floor - Radio Edit,Jennifer Lopez,dance pop,2011.0,130.0,69.0,76.0,-6.0,14.0,44.0,231.0,8.0,8.0,75.0,US
Party Rock Anthem,LMFAO,dance pop,2011.0,130.0,74.0,75.0,-4.0,27.0,35.0,262.0,2.0,16.0,75.0,US
What the Hell,Avril Lavigne,canadian pop,2011.0,150.0,93.0,58.0,-4.0,14.0,88.0,221.0,0.0,5.0,75.0,CA
Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011.0,118.0,73.0,43.0,-7.0,17.0,33.0,241.0,0.0,4.0,74.0,GB
Jar of Hearts,Christina Perri,pop,2011.0,75.0,35.0,35.0,-6.0,12.0,9.0,247.0,73.0,3.0,74.0,US
Mr. Saxobeat - Radio Edit,Alexandra Stan,romanian pop,2011.0,127.0,93.0,73.0,-4.0,14.0,80.0,195.0,2.0,5.0,74.0,RO
Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,baroque pop,2011.0,126.0,95.0,58.0,-4.0,10.0,59.0,218.0,0.0,5.0,74.0,UNKNOWN
